dataset,subject_id,role,relative_path,file_name,file_size_bytes,sha256,shape,voxel_spacing,affine,orientation,dtype,nan_count,inf_count,all_zero,nonzero_voxel_count,minimum,maximum,mean,label_set,unexpected_labels,valid_label_set,wt_voxel_count,tc_voxel_count,et_voxel_count,voxel_volume_mm3,integrity_status,error
brats2019,BraTS19_2013_11_1,seg,HGG/BraTS19_2013_11_1/BraTS19_2013_11_1_seg.nii,BraTS19_2013_11_1_seg.nii,17858592,9dbf3c31a86d5533d4cafb41bce198b629dc20bbe42be47bbd0bf1e8485abd7c,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,139257,0.0,4.0,0.030469198028673834,"[0,1,2,4]",[],True,139257,65516,19677,1.0,ok,
brats2019,BraTS19_2013_11_1,t1,HGG/BraTS19_2013_11_1/BraTS19_2013_11_1_t1.nii,BraTS19_2013_11_1_t1.nii,17856352,63f03b6945f7e27e65e1d821b289a1ed5647b6e04d4e5c307ecdfc6119189bc8,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1513893,0.0,726.0,42.64464426523298,,,,,,,1.0,ok,
brats2019,BraTS19_2013_11_1,t1ce,HGG/BraTS19_2013_11_1/BraTS19_2013_11_1_t1ce.nii,BraTS19_2013_11_1_t1ce.nii,17856352,4886be4ceda392aae8ef4d11fa3ac440aef6fd2300831f6343124495191af98d,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1505905,0.0,211.0,8.639138440860215,,,,,,,1.0,ok,
brats2019,BraTS19_2013_11_1,t2,HGG/BraTS19_2013_11_1/BraTS19_2013_11_1_t2.nii,BraTS19_2013_11_1_t2.nii,17856352,af25ff31794ca18a4044e8db3f7fb1f986938d9b64d4152f95d4330bbbe0acac,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1511975,0.0,1620.0,96.9570855734767,,,,,,,1.0,ok,
brats2019,BraTS19_2013_12_1,flair,HGG/BraTS19_2013_12_1/BraTS19_2013_12_1_flair.nii,BraTS19_2013_12_1_flair.nii,17856352,cff3c66f91a807ca5aa69d59df2ab55c429464c157a80e353efa8a2b852b225a,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1256286,0.0,575.0,35.55681104390681,,,,,,,1.0,ok,
brats2019,BraTS19_2013_12_1,seg,HGG/BraTS19_2013_12_1/BraTS19_2013_12_1_seg.nii,BraTS19_2013_12_1_seg.nii,17858592,3333de4b5f73a12dc78e3ef80efd087a25b9c445664224ff1b726e13c488682e,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,210327,0.0,4.0,0.05276019265232975,"[0,1,2,4]",[],True,210327,76709,42366,1.0,ok,
brats2019,BraTS19_2013_12_1,t1,HGG/BraTS19_2013_12_1/BraTS19_2013_12_1_t1.nii,BraTS19_2013_12_1_t1.nii,17856352,5badd0e16e8d5fd3423c874bf33ec0354c44b06d1246b3f54b8641a6ddce4e31,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1303172,0.0,594.0,46.48767305107527,,,,,,,1.0,ok,
brats2019,BraTS19_2013_12_1,t1ce,HGG/BraTS19_2013_12_1/BraTS19_2013_12_1_t1ce.nii,BraTS19_2013_12_1_t1ce.nii,17856352,22e82cadab89c30cc8178f81008f44fbed7a5cb7d43f51b31dd7a1c4dc925e79,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1303391,0.0,1621.0,60.05429715501792,,,,,,,1.0,ok,
brats2019,BraTS19_2013_12_1,t2,HGG/BraTS19_2013_12_1/BraTS19_2013_12_1_t2.nii,BraTS19_2013_12_1_t2.nii,17856352,b7b930d09119ea512773a8f735b02c8a74bf7c8ced1a3e78201b1d1b6f19123e,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1302785,0.0,759.0,44.55230443548387,,,,,,,1.0,ok,
brats2019,BraTS19_2013_13_1,flair,HGG/BraTS19_2013_13_1/BraTS19_2013_13_1_flair.nii,BraTS19_2013_13_1_flair.nii,17856352,074a9d388402d167ef52b2cbeef023abbef7aafecb3b0cad29959b61f0070286,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1571678,0.0,798.0,55.51546090949821,,,,,,,1.0,ok,
brats2019,BraTS19_2013_13_1,seg,HGG/BraTS19_2013_13_1/BraTS19_2013_13_1_seg.nii,BraTS19_2013_13_1_seg.nii,17858592,99820b1bbccc456ce92851e0d46090408d3bba2d17777b5b22e0255da2fa50aa,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,20487,0.0,4.0,0.005543794802867383,"[0,1,2,4]",[],True,20487,4880,4467,1.0,ok,
brats2019,BraTS19_2013_13_1,t1,HGG/BraTS19_2013_13_1/BraTS19_2013_13_1_t1.nii,BraTS19_2013_13_1_t1.nii,17856352,eb439bfb01abc8e6eb7c4570cc3f3fc95dd135d7fc070304693d0ab9bd83e5ad,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1571751,0.0,1042.0,63.166311715949824,,,,,,,1.0,ok,
brats2019,BraTS19_2013_13_1,t1ce,HGG/BraTS19_2013_13_1/BraTS19_2013_13_1_t1ce.nii,BraTS19_2013_13_1_t1ce.nii,17856352,a7b31c061c34f595eafe519744f898126bdae4447e3fe5c2446661a7cc9d4205,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1572660,0.0,1354.0,80.95051624103942,,,,,,,1.0,ok,
brats2019,BraTS19_2013_13_1,t2,HGG/BraTS19_2013_13_1/BraTS19_2013_13_1_t2.nii,BraTS19_2013_13_1_t2.nii,17856352,8342bbdaf11f168b33615bbee50f76f5558360d7f58d39911b8f4435c7839ae8,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1572530,0.0,1162.0,77.2995234094982,,,,,,,1.0,ok,
brats2019,BraTS19_2013_14_1,flair,HGG/BraTS19_2013_14_1/BraTS19_2013_14_1_flair.nii,BraTS19_2013_14_1_flair.nii,17856352,b601583da3dd0df8a7a779248acae53f3890fea9ae2437210b22579bbdaf3ed1,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1644958,0.0,1332.0,77.8069829749104,,,,,,,1.0,ok,
brats2019,BraTS19_2013_14_1,seg,HGG/BraTS19_2013_14_1/BraTS19_2013_14_1_seg.nii,BraTS19_2013_14_1_seg.nii,17858592,96ed3318c8e0bf6bcb114242d050c23f0b299e26ebe2f91b7b76297b5f852e91,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,187570,0.0,4.0,0.04784632616487455,"[0,1,2,4]",[],True,187570,57699,36577,1.0,ok,
brats2019,BraTS19_2013_14_1,t1,HGG/BraTS19_2013_14_1/BraTS19_2013_14_1_t1.nii,BraTS19_2013_14_1_t1.nii,17856352,a5d7ca6f14c42b896a6c03fbffb02dfb7841512b721e9e7e81cfed34bfdedfb9,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1646070,0.0,1696.0,107.9634872311828,,,,,,,1.0,ok,
brats2019,BraTS19_2013_14_1,t1ce,HGG/BraTS19_2013_14_1/BraTS19_2013_14_1_t1ce.nii,BraTS19_2013_14_1_t1ce.nii,17856352,72f491918fa31198ab179803c989bf8e9d53b442c93ba4e81bdcb393f6278847,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1645424,0.0,1765.0,70.28181227598566,,,,,,,1.0,ok,
brats2019,BraTS19_2013_14_1,t2,HGG/BraTS19_2013_14_1/BraTS19_2013_14_1_t2.nii,BraTS19_2013_14_1_t2.nii,17856352,bf351ceb36aafa534700cab6dd9947b62c7f00e93816d57d1bb71041ef0a820d,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1645744,0.0,1595.0,88.87006339605735,,,,,,,1.0,ok,
brats2019,BraTS19_2013_15_1,flair,LGG/BraTS19_2013_15_1/BraTS19_2013_15_1_flair.nii,BraTS19_2013_15_1_flair.nii,17856352,e02f14b023787b3964e6c53c970d3672d37fd9bf83d5fbce09c7588ebe52efee,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1421894,0.0,1294.0,67.47272726254481,,,,,,,1.0,ok,
brats2019,BraTS19_2013_15_1,seg,LGG/BraTS19_2013_15_1/BraTS19_2013_15_1_seg.nii,BraTS19_2013_15_1_seg.nii,17858592,874689b748a602d358e2e4597d393a75d92f3457191a54ef4183ba5215a3db7b,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,30441,0.0,2.0,0.006316644265232975,"[0,1,2]",[],True,30441,4487,0,1.0,ok,
brats2019,BraTS19_2013_15_1,t1,LGG/BraTS19_2013_15_1/BraTS19_2013_15_1_t1.nii,BraTS19_2013_15_1_t1.nii,17856352,158d758b5263149e3bb89e07619b39213a1303e89ac9436e3df2abbab45b570c,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1423132,0.0,2295.0,97.5760266577061,,,,,,,1.0,ok,
brats2019,BraTS19_2013_15_1,t1ce,LGG/BraTS19_2013_15_1/BraTS19_2013_15_1_t1ce.nii,BraTS19_2013_15_1_t1ce.nii,17856352,466b741fafbf87ebb39dbcdcb08620a0dc2694c2be57d90d361b570edc6ade5c,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1422370,0.0,1701.0,57.6253501344086,,,,,,,1.0,ok,
brats2019,BraTS19_2013_15_1,t2,LGG/BraTS19_2013_15_1/BraTS19_2013_15_1_t2.nii,BraTS19_2013_15_1_t2.nii,17856352,4d7cf978cdeb719166e1cf2111df49259504667a617857825d3bb635f9b4315c,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1422924,0.0,1594.0,85.02690109767025,,,,,,,1.0,ok,
brats2019,BraTS19_2013_16_1,flair,LGG/BraTS19_2013_16_1/BraTS19_2013_16_1_flair.nii,BraTS19_2013_16_1_flair.nii,17856352,6a1775c94badfefaee0a404c5969ed38710f11c5d98628ca39f49c52bb451bff,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1574894,0.0,637.0,50.4831711469534,,,,,,,1.0,ok,
brats2019,BraTS19_2013_16_1,seg,LGG/BraTS19_2013_16_1/BraTS19_2013_16_1_seg.nii,BraTS19_2013_16_1_seg.nii,17858592,d91bc9f10a298c1044f038527cd73ed7f26976a7577ddc000f332fec0ecea218,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,64107,0.0,2.0,0.013742383512544802,"[0,1,2]",[],True,64107,5522,0,1.0,ok,
brats2019,BraTS19_2013_16_1,t1,LGG/BraTS19_2013_16_1/BraTS19_2013_16_1_t1.nii,BraTS19_2013_16_1_t1.nii,17856352,332107de884ac2ccea53c6bce2598acb83bfd20cd3bc4cee7d1a23f44fdd3358,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1575575,0.0,824.0,51.40169310035842,,,,,,,1.0,ok,
brats2019,BraTS19_2013_16_1,t1ce,LGG/BraTS19_2013_16_1/BraTS19_2013_16_1_t1ce.nii,BraTS19_2013_16_1_t1ce.nii,17856352,d264b17a7cedcf7bb2f125012e8e2803beca335368ad14e130242a6b2eb074f4,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1575867,0.0,1300.0,60.03285954301075,,,,,,,1.0,ok,
brats2019,BraTS19_2013_16_1,t2,LGG/BraTS19_2013_16_1/BraTS19_2013_16_1_t2.nii,BraTS19_2013_16_1_t2.nii,17856352,c270932cadf9f8554e24ca6c9eec0d45aa6802a9152f700ee5fd4b1274e6813b,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1575992,0.0,867.0,63.273807571684586,,,,,,,1.0,ok,
brats2019,BraTS19_2013_17_1,flair,HGG/BraTS19_2013_17_1/BraTS19_2013_17_1_flair.nii,BraTS19_2013_17_1_flair.nii,17856352,4e07ca257f6b22c63bd7dae38cba6ff3a73e4aa21b0711e32b40dd214cb33cef,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1674639,0.0,1523.0,89.86640636200717,,,,,,,1.0,ok,
brats2019,BraTS19_2013_17_1,seg,HGG/BraTS19_2013_17_1/BraTS19_2013_17_1_seg.nii,BraTS19_2013_17_1_seg.nii,17858592,3d11d2cc43a349e111f5113da9a6709a6e3ec025acdc3f4f1ab8ef56a207ac5c,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,198692,0.0,4.0,0.056862455197132615,"[0,1,2,4]",[],True,198692,72689,60991,1.0,ok,
brats2019,BraTS19_2013_17_1,t1,HGG/BraTS19_2013_17_1/BraTS19_2013_17_1_t1.nii,BraTS19_2013_17_1_t1.nii,17856352,5322e04df0580a83e4e5b2f85e045b5d9bd71a4946091f7cb1d183fa7ce9a609,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1674802,0.0,1496.0,78.73759890232975,,,,,,,1.0,ok,
brats2019,BraTS19_2013_17_1,t1ce,HGG/BraTS19_2013_17_1/BraTS19_2013_17_1_t1ce.nii,BraTS19_2013_17_1_t1ce.nii,17856352,34f44f21f74c8d8eb8ef61c975ff211517c3200af9ba3fa695e1675fd0324d7e,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1674802,0.0,2265.0,123.19686514336918,,,,,,,1.0,ok,
brats2019,BraTS19_2013_17_1,t2,HGG/BraTS19_2013_17_1/BraTS19_2013_17_1_t2.nii,BraTS19_2013_17_1_t2.nii,17856352,5b6e38ba404d1efc9f5da6aa8b15408a82e12aabace9ceb6bc4a58da7445dd3a,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1674921,0.0,2175.0,111.8049229390681,,,,,,,1.0,ok,
brats2019,BraTS19_2013_18_1,flair,HGG/BraTS19_2013_18_1/BraTS19_2013_18_1_flair.nii,BraTS19_2013_18_1_flair.nii,17856352,0767152484f2bea749a35411982812bee0e168d9461544417277a6ad8673b861,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1690470,0.0,1072.0,55.72486066308244,,,,,,,1.0,ok,
brats2019,BraTS19_2013_18_1,seg,HGG/BraTS19_2013_18_1/BraTS19_2013_18_1_seg.nii,BraTS19_2013_18_1_seg.nii,17858592,f20dfce00dd23e0024b69066f3c8ff4713b0640d0d2ec5ff825e642d44e651da,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,-0.0,-0.0,-0.0],[-0.0,-1.0,-0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,173928,0.0,4.0,0.043228270609319,"[0,1,2,4]",[],True,173928,25664,21250,1.0,ok,
brats2019,BraTS19_2013_18_1,t1,HGG/BraTS19_2013_18_1/BraTS19_2013_18_1_t1.nii,BraTS19_2013_18_1_t1.nii,17856352,bad94aa21c41a83e29bab054f6a28f64a0ab1b22fa979737bac9aa2785bcbf18,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1761063,0.0,1996.0,84.88310539874551,,,,,,,1.0,ok,
brats2019,BraTS19_2013_18_1,t1ce,HGG/BraTS19_2013_18_1/BraTS19_2013_18_1_t1ce.nii,BraTS19_2013_18_1_t1ce.nii,17856352,1351ec648e4e0075d6d6e973986855c5d519d6c2c0aa83828031cd1c18cd4038,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1759652,0.0,1393.0,47.80982482078853,,,,,,,1.0,ok,
brats2019,BraTS19_2013_18_1,t2,HGG/BraTS19_2013_18_1/BraTS19_2013_18_1_t2.nii,BraTS19_2013_18_1_t2.nii,17856352,ecba8c33dce39528a3c00c761b7901710cf59a76f93b9dd03e530269d0233d7a,"[240,240,155]","[1.0,1.0,1.0]","[[-1.0,0.0,0.0,-0.0],[0.0,-1.0,0.0,239.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",LPS,int16,0,0,False,1761048,0.0,1554.0,83.6471924283154,,,,,,,1.0,ok,
